"Year","LocationAbbr","LocationDesc","FacilityName","MedicalDirector","Address","City","Zipcode","Phone","Clinic Status","Topic","SubTopic","Data_Value","ClinicId","TopicId","SubTopicId","Geolocation"
"2020","NC","North Carolina","UNC Fertility","Jennifer E. Mersereau, MD","7920 ACC Blvd, Suite 300","Raleigh","27617","(919) 908-0000","Open","Clinic Services & Profile","SART member","Yes","344","TOP01","ST14","POINT (-78.7636599 35.9067499)"
"2020","WA","Washington","Pacific Northwest Fertility and IVF Specialists","Lorna A. Marshall, MD","1101 Madison St, Suite 1050","Seattle","98104","(206) 515-0000","Open","Clinic Services & Profile","SART member","Yes","128","TOP01","ST14","POINT (-122.3241094 47.6091997)"
"2020","AZ","Arizona","IVF Phoenix","John L. Couvaras, MD","9817 N. 95th St, Bldg I, Suite 107","Scottsdale","85258","(602) 765-2229","Open","Clinic Services & Profile","Fertility preservation cycles","*","384","TOP01","ST02","POINT (-111.8755363 33.5756287)"
"2020","NC","North Carolina","North Carolina Center for Reproductive Medicine, The Talbert Fertility Institute","Sameh K. Toma, MD","400 Ashville Ave, Suite 200","Cary","27518","(919) 233-1680","Open","Clinic Services & Profile","Pregnancies","108","347","TOP01","ST03","POINT (-78.7866267 35.7375177)"
"2020","HI","Hawaii","Fertility Institute of Hawaii","John L. Frattarelli, MD","1401 S. Beretania St, Suite 250","Honolulu","96814","(808) 545-2800","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","219","TOP01","ST12","POINT (-157.8394051 21.2996001)"
"2020","MD","Maryland","Shady Grove Fertility-Towson","Jeffrey L. McKeeby, MD","901 Dulaney Valley Rd, Suite 616","Towson","21204","(410) 512-8300","Open","Clinic Services & Profile","Gestational carrier services","Yes","108","TOP01","ST13","POINT (-76.6002778 39.4068181)"
"2020","TN","Tennessee","Southeastern Center for Fertility and Reproductive Surgery, PLLC","John D. Gordon, MD","11126 Kingston Pike","Knoxville","37934","(865) 777-0088","Open","Clinic Services & Profile","Donated embryo services","Yes","436","TOP01","ST10","POINT (-84.1503151 35.8857761)"
"2020","TX","Texas","Houston Infertility Clinic, Sonja Kristiansen, MD","Sonja B. Kristiansen, MD","9055 Katy Freeway, Suite 450","Houston","77024","(713) 862-6181","Open","Clinic Services & Profile","SART member","No","3","TOP01","ST14","POINT (-95.5122645 29.7835813)"
"2020","OK","Oklahoma","Tulsa Fertility Center","Stanley G. Prough, MD","115 E. 15th St","Tulsa","74119","(918) 584-2870","Open","Clinic Services & Profile","Deliveries","55","111","TOP01","ST04","POINT (-95.9843317 36.1412075)"
"2020","FL","Florida","Specialists in Reproductive Medicine & Surgery, PA, Embryo Donation International, PL","Craig R. Sweet, MD","12611 World Plaza Ln, Bldg 53","Fort Myers","33907","(239) 275-8118","Open","Clinic Services & Profile","Gestational carrier services","Yes","87","TOP01","ST13","POINT (-81.8777924 26.559679)"
"2020","KS","Kansas","Center for Advanced Reproductive Medicine","Courtney A. Marsh, MD","10777 Nall Ave, Suite 200","Overland Park","66211","(913) 588-2229","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","508","TOP01","ST12","POINT (-94.6481872 38.933094)"
"2020","CT","Connecticut","Yale Fertility Center","Pasquale  Patrizio, MD","200 W. Campus Dr, 2nd Floor","Orange","06477","(877) 925-3483","Open","Clinic Services & Profile","Pregnancies","191","431","TOP01","ST03","POINT (-72.9970282 41.2537803)"
"2020","CA","California","Innovative Fertility Center","Mark J. Rispler, MD","3500 N. Sepulveda Blvd","Manhattan Beach","90266","(310) 648-2229","Reorganized","Clinic Services & Profile","Fertility preservation cycles","6","512","TOP01","ST02","POINT (-118.395726 33.9000539)"
"2020","CA","California","Reproductive Partners Fertility Center-San Diego","V. Gabriel  Garzo, MD","9850 Genesee Ave, Suite 800","La Jolla","92037","(858) 552-9177","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","339","TOP01","ST11","POINT (-117.2264406 32.8832558)"
"2020","TX","Texas","IVFMD-Irving","Sy Q. Le, MD","7501 Las Colinas Blvd, Suite 200A","Irving","75063","(972) 506-9986","Open","Clinic Services & Profile","Donor egg services","Yes","469","TOP01","ST09","POINT (-96.9555275 32.9097834)"
"2020","CO","Colorado","Colorado Reproductive Endocrinology","Susan  Trout, MD","4600 E. Hale Pkwy, Suite 350","Denver","80220","(303) 321-7115","Open","Clinic Services & Profile","Total cycles","169","150","TOP01","ST01","POINT (-104.9344136 39.7327454)"
"2020","TX","Texas","Brooke Army Medical Center","Belinda J. Yauger, MD","Department of Obstetrics & Gynecology, 3551 Roger Brooke Dr","Fort Sam Houston","78234","(210) 916-6305","Reorganized","Clinic Services & Profile","Deliveries","35","289","TOP01","ST04","POINT (-97.3159704 37.7017739)"
"2020","NY","New York","Legacy IVF, LLC","Mingxue  Yang, MD, PHD","1625 Third Ave","New York","10128","(212) 230-5711","Open","Clinic Services & Profile","Donated embryo services","Yes","824","TOP01","ST10","POINT (-73.9511915 40.7822979)"
"2020","NY","New York","Boston IVF, The Albany Center","Sonia  Elguero, MD","399 Albany Shaker Rd","Loudonville","12211","(518) 434-9759","Open","Clinic Services & Profile","Total cycles","740","507","TOP01","ST01","POINT (-73.7675463 42.697359)"
"2020","NC","North Carolina","North Carolina Center for Reproductive Medicine, The Talbert Fertility Institute","Sameh K. Toma, MD","400 Ashville Ave, Suite 200","Cary","27518","(919) 233-1680","Open","Clinic Services & Profile","Fertility preservation cycles","*","347","TOP01","ST02","POINT (-78.7866267 35.7375177)"
"2020","AL","Alabama","Center for Reproductive Medicine","George T. Koulianos, MD","3 Mobile Infirmary Cir, Suite 401","Mobile","36607","(251) 438-4200","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","212","TOP01","ST11","POINT (-88.1029 30.6975)"
"2020","MN","Minnesota","Mayo Clinic Assisted Reproductive Technologies","Samir N. Babayev, MD","200 First St S.W., Eisenberg 2A","Rochester","55905","(507) 284-9792","Open","Clinic Services & Profile","Fertility preservation cycles","34","523","TOP01","ST02","POINT (-92.4667508 44.0226729)"
"2020","NY","New York","Global Fertility & Genetics, NY","Kevin J. Doody, MD","115 E. 57th St, Suite 420-430","New York","10022","(646) 739-4956","Open","Clinic Services & Profile","Donated embryo services","No","819","TOP01","ST10","POINT (-73.9698802 40.7615203)"
"2020","OR","Oregon","University Fertility Consultants, Oregon Health & Science University","Diana H. Wu, MD","OHSU Center for Health & Healing, 3303 S.W. Bond Ave, 10th Floor","Portland","97239","(503) 418-3700","Open","Clinic Services & Profile","Donated embryo services","Yes","517","TOP01","ST10","POINT (-122.6713956 45.4984733)"
"2020","MO","Missouri","MCRM Fertility","Mira  Aubuchon, MD","17300 N. Outer 40 Rd, Suite 101","Chesterfield","63005","(636) 778-9899","Open","Clinic Services & Profile","Fertility preservation cycles","35","609","TOP01","ST02","POINT (-90.6007656 38.6720126)"
"2020","CA","California","Unity Fertility Center, LLC","Chun-Yeh  Wang, MD, PHD","625 S. Fair Oaks Ave, Suite 330","Pasadena","91105","(626) 588-1555","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","810","TOP01","ST12","POINT (-118.150714 34.134987)"
"2020","FL","Florida","Palm Beach Fertility Center","Mark S. Denker, MD","7015 Beracasa Way, Suite 201","Boca Raton","33433","(561) 477-7728","Open","Clinic Services & Profile","Fertility preservation cycles","11","453","TOP01","ST02","POINT (-80.1546332 26.3511591)"
"2020","TX","Texas","Houston Fertility Institute","Ghassan F. Haddad, MD","2500 Fondren Rd, Suite 300","Houston","77063","(832) 237-1434","Reorganized","Clinic Services & Profile","Embryo cryopreservation services","Yes","104","TOP01","ST11","POINT (-95.5221211 29.7403727)"
"2020","IL","Illinois","InVia Fertility Specialists","Vishvanath C. Karande, MD","1585 N. Barrington Rd, Bldg 2, Suite 406","Hoffman Estates","60169","(847) 884-8884","Open","Clinic Services & Profile","Donor egg services","Yes","425","TOP01","ST09","POINT (-88.1412181 42.0541958)"
"2020","KY","Kentucky","Bluegrass Fertility Center","James W. Akin, MD","1760 Nicholasville Rd, Suite 501","Lexington","40503","(859) 260-1515","Open","Clinic Services & Profile","Fertility preservation cycles","5","328","TOP01","ST02","POINT (-84.5136597 38.0182113)"
"2020","OH","Ohio","Bethesda Fertility Center","Kasey  Reynolds, MD","10506 Montgomery Rd, Suite 303","Cincinnati","45242","(513) 865-1675","Open","Clinic Services & Profile","Donated embryo services","Yes","285","TOP01","ST10","POINT (-84.3404577 39.2512865)"
"2020","CA","California","Loma Linda University Center for Fertility and IVF","Gihan M. Bareh, MD, PHD","Department of Gynecology and Obstetrics, 11370 Anderson St, Suite 3950","Loma Linda","92354","(440) 212-3625","Open","Clinic Services & Profile","Verified lab accreditation","Pending","199","TOP01","ST15","POINT (-117.2620386 34.0471759)"
"2020","ID","Idaho","Idaho Center for Reproductive Medicine","Cristin C. Slater, MD","1000 E. Park Blvd, Suite 110","Boise","83712","(208) 342-5900","Open","Clinic Services & Profile","Verified lab accreditation","Yes","35","TOP01","ST15","POINT (-116.1875685 43.6032213)"
"2020","IL","Illinois","Advanced Fertility Center of Chicago","Michelle  Catenacci, MD","30 Tower Ct, Suite F","Gurnee","60031","(847) 662-1818","Open","Clinic Services & Profile","SART member","Yes","300","TOP01","ST14","POINT (-87.8993371 42.3573697)"
"2020","GA","Georgia","Servy Fertility Institute","Edouard J. Servy, MD","812 Chafee Ave","Augusta","30904","(706) 724-0228","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","438","TOP01","ST12","POINT (-81.9902529 33.4746478)"
"2020","MA","Massachusetts","Boston IVF, LLC","Michael M. Alper, MD","130 Second Ave","Waltham","02451","(781) 434-6500","Open","Clinic Services & Profile","Deliveries","1817","490","TOP01","ST04","POINT (-71.2638486 42.3927601)"
"2020","KS","Kansas","Midwest Reproductive Center, PA","Dan L. Gehlbach, MD","Doctors Building 1, 20375 W. 151st St, Suite 403","Olathe","66061","(913) 780-4300","Open","Clinic Services & Profile","Fertility preservation cycles","6","243","TOP01","ST02","POINT (-94.824476 38.8527687)"
"2020","GA","Georgia","The Georgia Center for Reproductive Medicine","Patrick L. Blohm, MD","5354 Reynolds St, Suite 510","Savannah","31405","(912) 352-8588","Open","Clinic Services & Profile","Deliveries","84","144","TOP01","ST04","POINT (-81.0995843 32.0275801)"
"2020","LA","Louisiana","Fertility Institute of New Orleans","Richard P. Dickey, MD, PHD","800 N. Causeway Blvd, Suite 2C","Mandeville","70448","(985) 892-7621","Open","Clinic Services & Profile","Gestational carrier services","Yes","496","TOP01","ST13","POINT (-90.0923752 30.3769991)"
"2020","TX","Texas","Dallas-Fort Worth Fertility Associates","Samuel J. Chantilis, MD","5477 Glen Lakes Dr, Suite 200","Dallas","75231","(214) 363-5965","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","177","TOP01","ST11","POINT (-96.76626 32.8835071)"
"2020","MA","Massachusetts","CCRM Boston","Alison E. Zimon, MD","300 Boylston St, Suite 300","Newton","02459","(617) 449-9750","Open","Clinic Services & Profile","Total infants born","246","801","TOP01","ST05","POINT (-71.1800046 42.3186196)"
"2020","MI","Michigan","Michigan Reproductive Medicine","Michael S. Mersol-Barg, MD","41000 Woodward Ave, Suite 100E","Bloomfield Hills","48304","(248) 593-6990","Open","Clinic Services & Profile","SART member","No","364","TOP01","ST14","POINT (-83.2485098 42.5906368)"
"2020","CA","California","Western Fertility Institute","Ashim V. Kumar, MD","16260 Ventura Blvd, Suite 210","Encino","91436","(818) 292-2242","Open","Clinic Services & Profile","Gestational carrier services","Yes","706","TOP01","ST13","POINT (-118.487675 34.1566701)"
"2020","FL","Florida","Assisted Fertility Program","Marwan M. Shaykh, MD","3627 University Blvd South, Suite 450","Jacksonville","32216","(904) 398-1473","Open","Clinic Services & Profile","Deliveries","25","190","TOP01","ST04","POINT (-81.6010292 30.2873088)"
"2020","OH","Ohio","UC Center for Reproductive Health","Suruchi S. Thakore, MD","7675 Wellness Way, Suite 315","West Chester","45069","(513) 475-7600","Open","Clinic Services & Profile","Verified lab accreditation","Yes","355","TOP01","ST15","POINT (-84.3679973 39.3580095)"
"2020","CA","California","Spring Fertility","Monica C. Pasternak, MD","1 Daniel Burnham Ct, Suite 110C","San Francisco","94109","(415) 964-5618","Open","Clinic Services & Profile","Deliveries","554","723","TOP01","ST04","POINT (-122.4224403 37.7867053)"
"2020","NY","New York","Fertility New York","Amir R. Radjabi, MD","240 Central Park South, Suite 1P","New York","10019","(212) 535-5350","Open","Clinic Services & Profile","Donor egg services","No","836","TOP01","ST09","POINT (-73.9810516 40.7670726)"
"2020","OH","Ohio","Reproductive Gynecology & Infertility-Akron","David M. Nash, MD","95 Arch St, Suite 250","Akron","44304","(330) 375-7722","Open","Clinic Services & Profile","Pregnancies","342","382","TOP01","ST03","POINT (-81.4995028 41.0822656)"
"2020","IL","Illinois","InVia Fertility Specialists","Vishvanath C. Karande, MD","1585 N. Barrington Rd, Bldg 2, Suite 406","Hoffman Estates","60169","(847) 884-8884","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","425","TOP01","ST12","POINT (-88.1412181 42.0541958)"
"2020","IL","Illinois","Chicago Infertility Associates, LTD","Ketan N. Jobanputra, MD","Brock Building, 800 Biesterfield Rd, Suite 3005","Elk Grove Village","60007","(630) 759-2966","Open","Clinic Services & Profile","Fertility preservation cycles","*","100","TOP01","ST02","POINT (-88.0164398 42.0046582)"
"2020","NY","New York","Global Fertility & Genetics, NY","Kevin J. Doody, MD","115 E. 57th St, Suite 420-430","New York","10022","(646) 739-4956","Open","Clinic Services & Profile","Donor egg services","Yes","819","TOP01","ST09","POINT (-73.9698802 40.7615203)"
"2020","MA","Massachusetts","CCRM Boston","Alison E. Zimon, MD","300 Boylston St, Suite 300","Newton","02459","(617) 449-9750","Open","Clinic Services & Profile","Verified lab accreditation","Yes","801","TOP01","ST15","POINT (-71.1800046 42.3186196)"
"2020","TN","Tennessee","Nashville Fertility Center","George A. Hill, MD","345 23rd Ave North, Suite 401","Nashville","37203","(615) 321-4740","Open","Clinic Services & Profile","Donor egg services","Yes","258","TOP01","ST09","POINT (-86.8096365 36.1550075)"
"2020","MO","Missouri","Center for Reproductive Medicine & Robotic Surgery","Saji  Jacob, MD","844 N. New Ballas Ct, Suite 300","St. Louis","63141","(314) 473-1285","Open","Clinic Services & Profile","Donor egg services","Yes","187","TOP01","ST09","POINT (-90.4443225 38.6731328)"
"2020","CA","California","Lane Fertility Institute","Danielle E. Lane, MD","101 Rowland Way, Suite 305","Novato","94945","(415) 893-0391","Open","Clinic Services & Profile","Fertility preservation cycles","41","200","TOP01","ST02","POINT (-122.5596395 38.0973474)"
"2020","TX","Texas","Houston Fertility Institute","Ghassan F. Haddad, MD","2500 Fondren Rd, Suite 300","Houston","77063","(832) 237-1434","Reorganized","Clinic Services & Profile","Gestational carrier services","Yes","104","TOP01","ST13","POINT (-95.5221211 29.7403727)"
"2020","NY","New York","New Hope Fertility Center","John  Zhang, MD, PHD","4 Columbus Cir, 4th Floor","New York","10019","(212) 517-7676","Open","Clinic Services & Profile","Donor egg services","Yes","31","TOP01","ST09","POINT (-73.9828792 40.7673752)"
"2020","KS","Kansas","Midwest Reproductive Center, PA","Dan L. Gehlbach, MD","Doctors Building 1, 20375 W. 151st St, Suite 403","Olathe","66061","(913) 780-4300","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","243","TOP01","ST12","POINT (-94.824476 38.8527687)"
"2020","CO","Colorado","Denver Fertility-Albrecht Women's Care","Bruce H. Albrecht, MD","9780 Pyramid Ct, Suite 260","Englewood","80112","(720) 420-1570","Open","Clinic Services & Profile","Fertility preservation cycles","7","36","TOP01","ST02","POINT (-104.86531 39.5386666)"
"2020","VA","Virginia","Carilion Clinic Reproductive Medicine and Fertility","Emily A. Evans-Hoeker, MD","1231 S. Jefferson St","Roanoke","24016","(540) 985-8078","Open","Clinic Services & Profile","Total infants born","31","816","TOP01","ST05","POINT (-79.9418516 37.2614056)"
"2020","CT","Connecticut","Park Avenue Fertility and Reproductive Medicine","Andrew J. Levi, MD","5520 Park Ave, Suite WPG-250","Trumbull","06611","(203) 372-6700","Open","Clinic Services & Profile","SART member","Yes","414","TOP01","ST14","POINT (-73.243205 41.2274192)"
"2020","FL","Florida","The IVF Center","Mark P. Trolice, MD","5901 Brick Ct","Winter Park","32792","(407) 672-1106","Reorganized","Clinic Services & Profile","Fertility preservation cycles","*","295","TOP01","ST02","POINT (-81.2756707 28.611928)"
"2020","CT","Connecticut","Park Avenue Fertility and Reproductive Medicine","Andrew J. Levi, MD","5520 Park Ave, Suite WPG-250","Trumbull","06611","(203) 372-6700","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","414","TOP01","ST11","POINT (-73.243205 41.2274192)"
"2020","PA","Pennsylvania","Geisinger Medical Center Fertility Program","Jennifer  Gell, MD","100 N. Academy Ave","Danville","17822","(570) 271-5620","Open","Clinic Services & Profile","Donor egg services","Yes","409","TOP01","ST09","POINT (-76.6053472 40.9677777)"
"2020","TN","Tennessee","Tennessee Fertility Institute","Christopher P. Montville, MD","9160 Carothers Pkwy, Suite 201","Franklin","37067","(615) 721-6250","Open","Clinic Services & Profile","Donor egg services","Yes","715","TOP01","ST09","POINT (-86.8001856 35.9602141)"
"2020","MD","Maryland","Endrika Hinton, MD","Endrika L. Hinton, MD","10751 Falls Rd, Suite 302","Lutherville","21093","(410) 616-7777","Open","Clinic Services & Profile","Deliveries","10","419","TOP01","ST04","POINT (-76.6689376 39.4202919)"
"2020","NY","New York","NYU Langone Reproductive Specialists of New York","Maria  Saketos, MD","200 Old Country Rd, Suite 350","Mineola","11501","(516) 739-2100","Open","Clinic Services & Profile","Total infants born","179","64","TOP01","ST05","POINT (-73.6389425 40.7394896)"
"2020","NY","New York","Chelsea Fertility NYC","Paul  Gindoff, MD","105 E. 37th St, Suite 1","New York","10016","(212) 685-2229","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","607","TOP01","ST12","POINT (-73.979251 40.748924)"
"2020","WA","Washington","Poma Fertility","Michael S. Opsahl, MD","12039 N.E. 128th St, Suite 110","Kirkland","98034","(425) 822-7662","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","457","TOP01","ST11","POINT (-122.1794818 47.7144649)"
"2020","TX","Texas","Brooke Army Medical Center","Belinda J. Yauger, MD","Department of Obstetrics & Gynecology, 3551 Roger Brooke Dr","Fort Sam Houston","78234","(210) 916-6305","Reorganized","Clinic Services & Profile","Total cycles","140","289","TOP01","ST01","POINT (-97.3159704 37.7017739)"
"2020","WA","Washington","Olympia Women's Health","James F. Moruzzi, MD, PHD","403 Black Hills Ln S.W., Suite E","Olympia","98502","(360) 786-1515","Open","Clinic Services & Profile","Fertility preservation cycles","0","415","TOP01","ST02","POINT (-122.950427 47.0468315)"
