"Year","LocationAbbr","LocationDesc","FacilityName","MedicalDirector","Address","City","Zipcode","Phone","Clinic Status","Topic","SubTopic","Data_Value","ClinicId","TopicId","SubTopicId","Geolocation"
"2021","FL","Florida","University of Miami Infertility Center","George R. Attia, MD","1400 N.W. 12th Ave, Suite 5","Miami","33136","(305) 243-1622","Open","Clinic Services & Profile","Donor egg services","Yes","215","TOP01","ST09","POINT (-80.2158 25.7887)"
"2021","TX","Texas","Texas IVF","Alfred J. Rodriguez, MD","6130 W. Parker Rd, Suite 215","Plano","75093","(972) 981-7800","Open","Clinic Services & Profile","SART member","Yes","48","TOP01","ST14","POINT (-96.8371 33.044)"
"2021","CT","Connecticut","New England Fertility Institute","Gad Lavy, MD","1275 Summer St, Suite 201","Stamford","06905","(203) 325-3200","Open","Clinic Services & Profile","Total cycles","574","315","TOP01","ST01","POINT (-73.5415 41.062)"
"2021","FL","Florida","Advanced Reproductive Specialists, Jacksonville Center for Reproductive Medicine","Michael D. Fox, MD","7051 Southpoint Pkwy, Suite 200","Jacksonville","32216","(904) 493-2229","Open","Clinic Services & Profile","Fertility preservation cycles","21","4","TOP01","ST02","POINT (-81.5907 30.2577)"
"2021","KY","Kentucky","The Lexington Fertility Center","George M. Veloudis, DO","170 N. Eagle Creek Dr, Suite 101","Lexington","40509","(859) 277-5736","Open","Clinic Services & Profile","Donated embryo services","Yes","102","TOP01","ST10","POINT (-84.439 38.0008)"
"2021","VT","Vermont","Northeastern Reproductive Medicine","Jennifer K. Brown, MD","105 W. View Rd, Suite 302","Colchester","05446","(802) 655-8888","Open","Clinic Services & Profile","Pregnancies","165","526","TOP01","ST03","POINT (-73.1868 44.5096)"
"2021","TN","Tennessee","Tennessee Fertility Institute","Christopher P. Montville, MD","9160 Carothers Pkwy, Suite 201","Franklin","37067","(615) 721-6250","Open","Clinic Services & Profile","Total infants born","118","715","TOP01","ST05","POINT (-86.8002 35.9602)"
"2021","OH","Ohio","Institute for Reproductive Health","Michael D. Scheiber, MD","3805 Edwards Rd, Suite 450","Cincinnati","45209","(513) 924-5546","Open","Clinic Services & Profile","Donated embryo services","Yes","143","TOP01","ST10","POINT (-84.444 39.1484)"
"2021","MS","Mississippi","Mississippi Reproductive Medicine, PLLC","Randall S. Hines, MD","2500 Lakeland Dr","Flowood","39232","(601) 936-3650","Open","Clinic Services & Profile","Deliveries","59","410","TOP01","ST04","POINT (-90.1223 32.3306)"
"2021","IL","Illinois","Advanced Reproductive Center","Todd D. Deutch, MD","435 N. Mulford Rd, Suite 9","Rockford","61107","(815) 229-1700","Open","Clinic Services & Profile","Gestational carrier services","Yes","623","TOP01","ST13","POINT (-88.9989 42.272)"
"2021","CO","Colorado","Shady Grove Fertility Colorado","Alex J. Polotsky, MD","8200 E. Belleview Ave, Suite 615-E","Greenwood Village","80111","(720) 704-8221","Reorganized","Clinic Services & Profile","Gestational carrier services","Yes","719","TOP01","ST13","POINT (-104.901 39.7604)"
"2021","AR","Arkansas","Arkansas Fertility Center","Dean M. Moutos, MD","9101 Kanis Rd, Suite 300","Little Rock","72205","(501) 534-3764","Open","Clinic Services & Profile","Pregnancies","116","497","TOP01","ST03","POINT (-92.3763 34.7407)"
"2021","NY","New York","Neway Medical","Jeff Wang, MD","123 W. 79th St","New York","10024","(212) 750-3330","Open","Clinic Services & Profile","Deliveries","59","619","TOP01","ST04","POINT (-73.9761 40.7825)"
"2021","OH","Ohio","Reproductive Gynecology & Infertility-Akron","David M. Nash, MD","95 Arch St, Suite 250","Akron","44304","(330) 375-7722","Open","Clinic Services & Profile","Total cycles","1549","382","TOP01","ST01","POINT (-81.4995 41.0823)"
"2021","NY","New York","Spring Fertility-New York","Catha Fischer, MD","114 W. 41st St, 2nd Floor","New York","10036","(646) 568-5638","Reorganized","Clinic Services & Profile","Gestational carrier services","Yes","880","TOP01","ST13","POINT (-73.9855 40.7545)"
"2021","NY","New York","Hudson Valley Fertility, PLLC","Daniel W. Levine, MD","400 Westage Business Center Dr, Suite 109","Fishkill","12524","(845) 765-0125","Open","Clinic Services & Profile","Gestational carrier services","Yes","259","TOP01","ST13","POINT (-73.8965 41.5243)"
"2021","MN","Minnesota","CCRM Minneapolis","April E. Batcheller, MD","6565 France Ave South, Suite 400","Edina","55435","(952) 225-1630","Open","Clinic Services & Profile","Fertility preservation cycles","82","611","TOP01","ST02","POINT (-93.3272 44.8841)"
"2021","VA","Virginia","Genetics & IVF Institute","Laurence C. Udoff, MD","3015 Williams Dr","Fairfax","22031","(703) 698-3912","Open","Clinic Services & Profile","Total cycles","229","461","TOP01","ST01","POINT (-77.2332 38.8685)"
"2021","CA","California","Cedars Sinai Medical Center, Center for Fertility and Reproductive Medicine","Margareta D. Pisarska, MD","444 S. San Vicente Blvd, Suite 1002","Los Angeles","90048","(310) 423-9964","Open","Clinic Services & Profile","Total infants born","37","316","TOP01","ST05","POINT (-118.375 34.0701)"
"2021","CA","California","Kaiser Permanente Center for Reproductive Health-Sacramento","Lisa Farah-Eways, MD","1650 Response Rd, Suite 1A","Sacramento","95815","(916) 614-5089","Open","Clinic Services & Profile","Pregnancies","246","515","TOP01","ST03","POINT (-121.43 38.5964)"
"2021","DC","District of Columbia","George Washington University Medical Faculty Associates","Ziad Hubayter, MD","Fertility and IVF Center, 2150 Pennsylvania Ave N.W., Suite 6-300","Washington","20037","(202) 741-2520","Open","Clinic Services & Profile","Donor egg services","Yes","529","TOP01","ST09","POINT (-77.0485 38.9012)"
"2021","CA","California","Northern California Fertility Medical Center","Michael Murray, MD","4320 Auburn Blvd","Sacramento","95841","(916) 773-2229","Open","Clinic Services & Profile","SART member","Yes","424","TOP01","ST14","POINT (-121.363 38.6447)"
"2021","CO","Colorado","CNY Fertility Colorado","Robert J. Kiltz, MD","265 S. Parkside Dr, Suite 200","Colorado Springs","80910","(719) 475-2229","Reorganized","Clinic Services & Profile","Donated embryo services","Yes","153","TOP01","ST10","POINT (-104.789 38.8283)"
"2021","NJ","New Jersey","Institute for Reproductive Medicine and Science, Saint Barnabas Medical Center","Margaret G. Garrisi, MD","94 Old Short Hills Rd, East Wing, Suite 403","Livingston","07039","(973) 322-8286","Open","Clinic Services & Profile","Total infants born","669","54","TOP01","ST05","POINT (-74.3048 40.7631)"
"2021","MO","Missouri","MCRM Fertility","Mira Aubuchon, MD","17300 N. Outer 40 Rd, Suite 101","Chesterfield","63005","(636) 778-9899","Open","Clinic Services & Profile","Verified lab accreditation","Yes","609","TOP01","ST15","POINT (-90.6008 38.672)"
"2021","NC","North Carolina","Duke Fertility Center, Duke University Medical Center","Shelby A. Neal, MD","5601 Arringdon Park Dr, Suite 210","Morrisville","27560","(919) 572-4673","Open","Clinic Services & Profile","Total cycles","612","333","TOP01","ST01","POINT (-78.9283 35.9224)"
"2021","OH","Ohio","Cleveland Clinic Fertility Center","Marjan Attaran, MD","26900 Cedar Rd, Suite 220S","Beachwood","44122","(216) 839-3150","Open","Clinic Services & Profile","Total cycles","1432","380","TOP01","ST01","POINT (-81.4892 41.5005)"
"2021","KS","Kansas","Center for Advanced Reproductive Medicine","Courtney A. Marsh, MD","10777 Nall Ave, Suite 200","Overland Park","66211","(913) 588-2229","Open","Clinic Services & Profile","Total infants born","282","508","TOP01","ST05","POINT (-94.6482 38.9331)"
"2021","WA","Washington","Madigan Army Medical Center","Bruce D. Pier, MD","Department of Obstetrics and Gynecology, 9040A Jackson Ave","Tacoma","98431","(253) 968-3783","Open","Clinic Services & Profile","Donor egg services","No","718","TOP01","ST09","POINT (-122.552 47.1098)"
"2021","FL","Florida","Florida Institute for Reproductive Medicine","Kevin L. Winslow, MD","836 Prudential Dr, Suite 902","Jacksonville","32207","(904) 399-5620","Open","Clinic Services & Profile","Total cycles","1265","231","TOP01","ST01","POINT (-81.6628 30.316)"
"2021","MS","Mississippi","Positive Steps Fertility","John P. Parry, MD","149 Fountains Blvd","Madison","39110","(833) 767-7837","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","809","TOP01","ST12","POINT (-90.1451 32.4707)"
"2021","FL","Florida","Shady Grove Fertility Tampa Bay","Shayne Plosker, MD","5016 W. Cypress St, Suite 302","Tampa","33607","(813) 906-2285","Open","Clinic Services & Profile","SART member","Yes","823","TOP01","ST14","POINT (-82.5295 27.9518)"
"2021","CO","Colorado","Colorado Center for Reproductive Medicine","William B. Schoolcraft, MD","10290 RidgeGate Cir","Lone Tree","80124","(303) 788-8300","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","49","TOP01","ST12","POINT (-104.875 39.5293)"
"2021","CA","California","Southern California Center for Reproductive Medicine","Robert E. Anderson, MD","361 Hospital Rd, Suite 333","Newport Beach","92663","(949) 642-8727","Open","Clinic Services & Profile","Verified lab accreditation","Yes","124","TOP01","ST15","POINT (-117.93 33.6262)"
"2021","CA","California","OC Fertility","Sharon E. Moayeri, MD","1401 Avocado Ave, Suite 403","Newport Beach","92660","(949) 706-2229","Open","Clinic Services & Profile","Total infants born","74","317","TOP01","ST05","POINT (-117.871 33.6125)"
"2021","OH","Ohio","University Hospitals Fertility Center","Rebecca Flyckt, MD","Kathy Risman Pavilion, 1000 Auburn Dr, Suite 310","Beachwood","44122","(216) 285-5028","Open","Clinic Services & Profile","Total cycles","852","331","TOP01","ST01","POINT (-81.495 41.4526)"
"2021","PA","Pennsylvania","AHN Center for Reproductive Medicine","Lori Homa, MD","9335 McKnight Rd, Suite 240","Pittsburgh","15237","(412) 847-1166","Open","Clinic Services & Profile","Pregnancies","94","628","TOP01","ST03","POINT (-80.0249 40.5738)"
"2021","CA","California","Palo Alto Medical Foundation","Mohammad M. Ezzati, MD","2581 Samaritan Dr, Suite 302","San Jose","95124","(800) 597-2234","Open","Clinic Services & Profile","Gestational carrier services","Yes","101","TOP01","ST13","POINT (-121.949 37.2531)"
"2021","TX","Texas","Advanced Fertility Centers, PLLC","Rizwan Malik, MD","420 E. 6th St, Suite 101","Odessa","79761","(432) 614-6376","Open","Clinic Services & Profile","SART member","Yes","622","TOP01","ST14","POINT (-102.366 31.8511)"
"2021","TX","Texas","Fertility and Advanced Reproductive Medicine","Orhan Bukulmez, MD","Outpatient Building, 1801 Inwood Rd, Suite 616","Dallas","75390","(214) 645-3858","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","238","TOP01","ST12","POINT (-96.8464 32.8161)"
"2021","AR","Arkansas","Arkansas Fertility Center","Dean M. Moutos, MD","9101 Kanis Rd, Suite 300","Little Rock","72205","(501) 534-3764","Open","Clinic Services & Profile","Verified lab accreditation","Yes","497","TOP01","ST15","POINT (-92.3763 34.7407)"
"2021","CA","California","Pacific Fertility Center-Los Angeles","Vicken Sahakian, MD","10921 Wilshire Blvd, Suite 700","Los Angeles","90024","(310) 209-7700","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","99","TOP01","ST11","POINT (-118.445 34.0591)"
"2021","TX","Texas","IVFMD-Irving","Sy Q. Le, MD","7501 Las Colinas Blvd, Suite 200A","Irving","75063","(972) 506-9986","Open","Clinic Services & Profile","Pregnancies","210","469","TOP01","ST03","POINT (-96.9555 32.9098)"
"2021","CT","Connecticut","Illume Fertility","Mark P. Leondires, MD","761 Main Ave, Suite 200","Norwalk","06851","(203) 750-7400","Open","Clinic Services & Profile","Gestational carrier services","Yes","273","TOP01","ST13","POINT (-73.4209 41.1597)"
"2021","NY","New York","Montefiore's Institute for Reproductive Medicine and Health","Harry J. Lieman, MD","141 S. Central Ave, Suite 201","Hartsdale","10530","(914) 997-1060","Open","Clinic Services & Profile","Total infants born","67","293","TOP01","ST05","POINT (-73.8029 41.0158)"
"2021","IL","Illinois","Vios Fertility Institute-Chicago","Angeline Beltsos, MD","333 S. Desplaines St, Suite 201","Chicago","60661","(773) 435-9036","Open","Clinic Services & Profile","Verified lab accreditation","No","807","TOP01","ST15","POINT (-87.6436 41.877)"
"2021","PA","Pennsylvania","Reproductive Medicine Associates of Philadelphia","Arthur J. Castelbaum, MD","625 Clark Ave, Suite 17B","King of Prussia","19406","(215) 654-1544","Open","Clinic Services & Profile","Verified lab accreditation","Yes","146","TOP01","ST15","POINT (-75.4032 40.0973)"
"2021","TX","Texas","Reproductive Institute of South Texas","Esteban O. Brown, MD","110 E. Savannah Ave, Bldg B, Suite 103","McAllen","78503","(956) 687-2693","Open","Clinic Services & Profile","Total cycles","143","205","TOP01","ST01","POINT (-98.2215 26.1845)"
"2021","TN","Tennessee","Quillen Fertility & Women's Services","Mark X. Ransom, MD","1319 Sunset Dr, Suite 103","Johnson City","37604","(423) 439-7246","Open","Clinic Services & Profile","Donor egg services","No","314","TOP01","ST09","POINT (-82.3925 36.3274)"
"2021","CA","California","Northern California Fertility Medical Center","Michael Murray, MD","4320 Auburn Blvd","Sacramento","95841","(916) 773-2229","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","424","TOP01","ST11","POINT (-121.363 38.6447)"
"2021","FL","Florida","The Reproductive Medicine Group","Timothy R. Yeko, MD","5245 E. Fletcher Ave, Suite 1","Tampa","33617","(813) 676-8844","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","267","TOP01","ST11","POINT (-82.3963 28.0686)"
"2021","IL","Illinois","North Shore Fertility","Anne Borkowski, MD","5225 Old Orchard Rd, Suite 17","Skokie","60077","(847) 763-8850","Open","Clinic Services & Profile","Fertility preservation cycles","10","520","TOP01","ST02","POINT (-87.7349 42.041)"
"2021","CA","California","Nova In Vitro Fertilization","Richard J. Schmidt, MD","2500 Hospital Dr, Bldg 7","Mountain View","94040","(650) 325-6682","Open","Clinic Services & Profile","Fertility preservation cycles","67","460","TOP01","ST02","POINT (-122.082 37.3683)"
"2021","KY","Kentucky","Bluegrass Fertility Center","James W. Akin, MD","1760 Nicholasville Rd, Suite 501","Lexington","40503","(859) 260-1515","Open","Clinic Services & Profile","Fertility preservation cycles","12","328","TOP01","ST02","POINT (-84.5137 38.0182)"
"2021","CA","California","LA/OC Fertility, Inc.","Gayane Ambartsumyan, MD, PHD","510 N. Prospect Ave, Suite 205","Redondo Beach","90277","(714) 988-4272","Open","Clinic Services & Profile","Donated embryo services","No","874","TOP01","ST10","POINT (-118.3789 33.8525)"
"2021","KY","Kentucky","Fertility & Endocrine Associates, Louisville Reproductive Center","Miriam S. Krause, MD","4123 Dutchmans Ln, Suite 414","Louisville","40207","(502) 897-2144","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","281","TOP01","ST12","POINT (-85.6322 38.2354)"
"2021","MI","Michigan","Michigan Reproductive & IVF Center, PC","Valerie I. Shavell, MD","3230 Eagle Park Dr N.E., Suite 100","Grand Rapids","49525","(616) 988-2229","Open","Clinic Services & Profile","Fertility preservation cycles","21","56","TOP01","ST02","POINT (-85.5892 42.9879)"
"2021","NV","Nevada","Fertility Center of Las Vegas","Bruce Shapiro, MD, PHD","8851 W. Sahara Ave, Suite 100","Las Vegas","89117","(702) 254-1777","Open","Clinic Services & Profile","Pregnancies","275","233","TOP01","ST03","POINT (-115.29 36.143)"
"2021","FL","Florida","Specialists in Reproductive Medicine & Surgery, PA, Embryo Donation International, PL","Craig R. Sweet, MD","12611 World Plaza Ln, Bldg 53","Fort Myers","33907","(239) 275-8118","Open","Clinic Services & Profile","Gestational carrier services","Yes","87","TOP01","ST13","POINT (-81.8778 26.5597)"
"2021","FL","Florida","Advanced Reproductive Specialists, Jacksonville Center for Reproductive Medicine","Michael D. Fox, MD","7051 Southpoint Pkwy, Suite 200","Jacksonville","32216","(904) 493-2229","Open","Clinic Services & Profile","Total cycles","479","4","TOP01","ST01","POINT (-81.5907 30.2577)"
"2021","UT","Utah","Reproductive Care Center","Keith L. Blauer, MD","10150 Petunia Way","Sandy","84092","(801) 878-8888","Reorganized","Clinic Services & Profile","Pregnancies","234","79","TOP01","ST03","POINT (-111.851 40.5668)"
"2021","TN","Tennessee","Tennessee Fertility Institute","Christopher P. Montville, MD","9160 Carothers Pkwy, Suite 201","Franklin","37067","(615) 721-6250","Open","Clinic Services & Profile","Gestational carrier services","Yes","715","TOP01","ST13","POINT (-86.8002 35.9602)"
"2021","TX","Texas","Dallas-Fort Worth Fertility Associates","Samuel J. Chantilis, MD","5477 Glen Lakes Dr, Suite 200","Dallas","75231","(214) 363-5965","Open","Clinic Services & Profile","Total infants born","618","177","TOP01","ST05","POINT (-96.7663 32.8835)"
"2021","NC","North Carolina","Reproductive Specialists of the Carolinas","Matrika Johnson, MD","1918 Randolph Rd, Suite 410","Charlotte","28207","(704) 247-2209","Open","Clinic Services & Profile","Fertility preservation cycles","6","871","TOP01","ST02","POINT (-80.8251 35.2096)"
"2021","TX","Texas","Aspire Fertility-Dallas","Christine Mansfield, MD","16415 Addison Rd, Suite 900","Addison","75001","(214) 414-3806","Open","Clinic Services & Profile","Gestational carrier services","Yes","703","TOP01","ST13","POINT (-96.8308 32.9724)"
"2021","CA","California","UCSF Center for Reproductive Health","Marcelle I. Cedars, MD","499 Illinois St, 6th Floor","San Francisco","94158","(415) 353-3040","Open","Clinic Services & Profile","Donor egg services","Yes","362","TOP01","ST09","POINT (-122.388 37.7658)"
"2021","NY","New York","Metropolitan Reproductive Medicine, PC","Susan Lobel, MD","422 West End Ave","New York","10024","(212) 580-2252","Open","Clinic Services & Profile","Verified lab accreditation","Yes","421","TOP01","ST15","POINT (-73.9803 40.7853)"
"2021","WA","Washington","Pacific Northwest Fertility and IVF Specialists","Lorna A. Marshall, MD","1101 Madison St, Suite 1050","Seattle","98104","(206) 515-0000","Open","Clinic Services & Profile","Total infants born","450","128","TOP01","ST05","POINT (-122.324 47.6092)"
"2021","TX","Texas","ReproMed Fertility Center","Anil B. Pinto, MD","3800 San Jacinto St","Dallas","75204","(214) 827-8777","Open","Clinic Services & Profile","SART member","Yes","24","TOP01","ST14","POINT (-96.785 32.7972)"
"2021","CA","California","Southern California Reproductive Center","Mark W. Surrey, MD","450 N. Roxbury Dr, Suite 500","Beverly Hills","90210","(310) 277-2393","Open","Clinic Services & Profile","Verified lab accreditation","Yes","107","TOP01","ST15","POINT (-118.407 34.0683)"
"2021","NY","New York","Columbia University Fertility Center","Eric J. Forman, MD","5 Columbus Cir, PH Floor","New York","10019","(646) 756-8282","Open","Clinic Services & Profile","Deliveries","564","75","TOP01","ST04","POINT (-73.9815 40.7668)"
"2021","FL","Florida","Florida Fertility Institute","Mark D. Sanchez, MD","2454 N. McMullen Booth Rd, Suite 601","Clearwater","33759","(727) 669-3414","Open","Clinic Services & Profile","Donor egg services","Yes","383","TOP01","ST09","POINT (-82.7075 28.0104)"
"2021","WI","Wisconsin","Wisconsin Fertility Institute","Elizabeth Pritts, MD","3146 Deming Way","Middleton","53562","(608) 824-0075","Open","Clinic Services & Profile","SART member","Yes","470","TOP01","ST14","POINT (-89.5266 43.1058)"
"2021","IL","Illinois","University of Chicago Medicine Center for Reproductive Medicine and Fertility","A. Musa Zamah, MD, PHD","1101 S. Canal St, Suite 202A","Chicago","60607","(773) 702-6642","Open","Clinic Services & Profile","Donor egg services","Yes","119","TOP01","ST09","POINT (-87.6389 41.8675)"
"2021","CT","Connecticut","Yale Fertility Center","Emre Seli, MD","200 W. Campus Dr, 2nd Floor","Orange","06477","(877) 925-3483","Open","Clinic Services & Profile","Pregnancies","248","431","TOP01","ST03","POINT (-72.997 41.2538)"
"2021","CA","California","Tree of Life Center for Fertility, Kinderwunschzentrum Los Angeles","Vuk Jovanovic, MD","18370 Burbank Blvd, Suite 511","Tarzana","91356","(818) 344-8522","Open","Clinic Services & Profile","Verified lab accreditation","Pending","171","TOP01","ST15","POINT (-118.533 34.1705)"
"2021","FL","Florida","Boca Fertility","Moshe (Maurice) R. Peress, MD","875 Meadows Rd, Suite 334","Boca Raton","33486","(561) 368-5500","Open","Clinic Services & Profile","Donated embryo services","Yes","462","TOP01","ST10","POINT (-80.1043 26.3596)"
"2021","MD","Maryland","Shady Grove Fertility-Rockville","Michael J. Levy, MD","9601 Blackwell Rd, 4th Floor","Rockville","20850","(301) 340-1188","Open","Clinic Services & Profile","Total infants born","3149","179","TOP01","ST05","POINT (-77.1928 39.1017)"
"2021","CA","California","Pacific Fertility Center","Isabelle Ryan, MD","55 Francisco St, Suite 500","San Francisco","94133","(415) 834-3000","Open","Clinic Services & Profile","Gestational carrier services","Yes","214","TOP01","ST13","POINT (-122.406 37.8054)"
"2021","AZ","Arizona","Gondra Center for Reproductive Care & Advanced Gynecology","Maria M. Gondra, MD","20940 N. Tatum Blvd, Suite B210","Phoenix","85050","(480) 621-6331","Open","Clinic Services & Profile","Embryo cryopreservation services","Yes","725","TOP01","ST11","POINT (-111.979 33.6757)"
"2021","CA","California","Spring Fertility-East Bay","Thomas E. Fisher, DO","80 Grand Ave, 3rd Floor","Oakland","94612","(415) 964-5618","Open","Clinic Services & Profile","Pregnancies","53","876","TOP01","ST03","POINT (-122.2662 37.8117)"
"2021","IN","Indiana","Advanced Fertility Group","William L. Gentry, MD","201 Pennsylvania Pkwy, Suite 205","Indianapolis","46280","(317) 817-1300","Open","Clinic Services & Profile","SART member","Yes","116","TOP01","ST14","POINT (-86.1539 39.9315)"
"2021","LA","Louisiana","ArkLaTex Fertility and Reproductive Medicine","David T. Vandermolen, MD","2401 Greenwood Rd, Suite A","Shreveport","71103","(318) 841-5800","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","129","TOP01","ST12","POINT (-93.7765 32.4845)"
"2021","TX","Texas","Scott & White Clinic-Temple","Gordon W. Bates, MD","Department of Obstetrics and Gynecology, 2401 S. 31st St","Temple","76508","(254) 724-3389","Open","Clinic Services & Profile","Donated embryo services","No","234","TOP01","ST10","POINT (-97.364 31.0776)"
"2021","WI","Wisconsin","Froedtert & Medical College of Wisconsin, Reproductive Medicine Center","Katherine Schoyer, MD","North Hills Health Center, W129 N7055 Northfield Dr, Bldg B, Suite 500","Menomonee Falls","53051","(262) 253-9220","Open","Clinic Services & Profile","Gestational carrier services","Yes","183","TOP01","ST13","POINT (-88.0718 43.145)"
"2021","MD","Maryland","Johns Hopkins Fertility Center","Mindy S. Christianson, MD","10753 Falls Rd, Suite 335","Lutherville","21093","(410) 847-3650","Open","Clinic Services & Profile","Egg cryopreservation services","Yes","58","TOP01","ST12","POINT (-76.6666 39.4207)"
"2021","PA","Pennsylvania","AHN Center for Reproductive Medicine","Lori Homa, MD","9335 McKnight Rd, Suite 240","Pittsburgh","15237","(412) 847-1166","Open","Clinic Services & Profile","Total infants born","87","628","TOP01","ST05","POINT (-80.0249 40.5738)"
"2021","CT","Connecticut","Center for Advanced Reproductive Services","Claudio Benadiva, MD","2 Batterson Park Rd","Farmington","06032","(844) 467-3483","Open","Clinic Services & Profile","Donor egg services","Yes","235","TOP01","ST09","POINT (-72.8001 41.7069)"
